# pombe-cerevisiae manually curated orthologs V2.23
SPAC1782.04	YLR204W(N)|YNL295W(C)
SPAC4G9.02	YNL072W
SPAC4G8.12c	YOR149C
SPAC4G8.09	YLR382C
SPAC4G8.08	YJL133W|YKR052C
SPAC4G8.07c	YKR056W
SPAC4G8.04	NONE
SPAC4G8.03c	YGL014W|YGL178W
SPAC4F8.11	YOL138C
SPAC4F8.08	NONE
SPAC4F8.06	YNR036C
SPAC4F8.05c	YDR462W
SPAC4F8.04	YHR088W
SPAC4F8.03	YLR022C
SPAC4F8.02c	YPL173W
SPAC4F8.01	YKL002W
SPAC4F10.19c	YJR055W
SPAC4F10.18	NONE
SPAC4F10.17	YOL109W
SPAC4F10.16c	YER166W
SPAC4F10.10c	YPL050C
SPAC4F10.09c	YDR060W
SPAC4F10.08	NONE
SPAC4F10.06	YMR014W
SPAC4F10.05c	YLR239C
SPAC4F10.04	YIL153W
SPAC4F10.03c	YBR061C
SPAC4F10.02	YHR113W
SPAC4D7.11	NONE
SPAC4D7.10c	YOL148C
SPAC4D7.07c	NONE
SPAC4D7.06c	YBR213W
SPAC4D7.04c	YBR002C|YMR101C
SPAC4D7.02c	YPL206C
SPAC4C5.03	NONE
SPAC4C5.01	YKL033W-A
SPAC4A8.10	YDL109C|YDR444W|YGL144C|YOR059C
SPAC4A8.07c	YLR260W|YOR171C
SPAC4A8.06c	NONE
SPAC4A8.02c	NONE
SPAC458.06	YGR223C
SPAC458.04c	YMR299C
SPAC458.03	YGR099W
SPAC458.02c	YOR198C
SPAC3H8.09c	YPL190C
SPAC3H8.08c	NONE
SPAC3H8.07c	YGR078C
SPAC3H8.05c	YPR164W
SPAC3H8.04	NONE
SPAC3H8.03	YCR071C
SPAC3H8.02	YLR380W
SPAC3H5.11	YEL041W|YJR049C
SPAC3H5.09c	YLR454W|YPR117W
SPAC3H5.08c	YKL121W|YMR102C
SPAC3H1.14	YBR105C|YGR066C
SPAC3H1.10	NONE
SPAC3H1.09c	YKL146W|YNL101W
SPAC3H1.08c	YFL046W
SPAC3H1.07	YPL111W
SPAC3H1.06c	YCL069W|YGR224W|YPR198W
SPAC3H1.05	YJR117W
SPAC3H1.03	NONE
SPAC3H1.02c	YOL098C
SPAC3G9.12	YBL034C
SPAC3G9.11c	YDL080C|YGR087C|YLR044C|YLR134W
SPAC3G9.05	YLL021W|YLR313C
SPAC3G9.01	NONE
SPAC3G6.11	YPL008W
SPAC3G6.10c	YKR020W
SPAC3G6.07	NONE
SPAC3G6.05	YOR292C
SPAC3G6.03c	YOR111W
SPAC3F10.17	YKL143W
SPAC3F10.16c	YGL099W
SPAC3F10.12c	YJR060W
SPAC3F10.11c	YDR135C|YGR281W|YHL035C|YLL015W|YLL048C
SPAC3F10.09	YIL020C
SPAC3F10.08c	YIL019W
SPAC3F10.07c	YOL110W
SPAC3F10.06c	YMR283C
SPAC3F10.05c	YPL034W
SPAC3F10.03	YBR121C|YPR081C
SPAC3C7.13c	YNL241C
SPAC3C7.10	YLR191W
SPAC3C7.07c	YGL017W
SPAC3C7.05c	NONE
SPAC3C7.04	NONE
SPAC3C7.02c	YGR086C|YPL004C
SPAC3C7.01c	YKL212W
SPAC3A12.19	YBR282W
SPAC3A12.13c	YLR192C
SPAC3A12.09c	NONE
SPAC3A12.08	YER182W
SPAC3A12.06c	YDL206W|YJR106W
SPAC3A12.04c	YHR062C
SPAC3A12.02	YMR267W
SPAC3A11.13	YLR200W
SPAC3A11.11c	YPR127W
SPAC3A11.10c	NONE
SPAC3A11.09	YLR138W
SPAC3A11.07	YDL085W|YML120C|YMR145C
SPAC3A11.04	YLR404W
SPAC3A11.03	YJR129C
SPAC343.20	NONE
SPAC343.19	YJL100W
SPAC343.18	YDL013W
SPAC343.17c	NONE
SPAC343.15	YOR274W
SPAC343.14c	YLR291C
SPAC343.13	YBL080C
SPAC343.08c	YKL003C
SPAC343.06c	YJR100C
SPAC343.02	YCR046C
SPAC343.01c	YMR220W
SPAC32A11.02c	NONE
SPAC32A11.01	YOR188W
SPAC328.09	YOR222W|YPL134C
SPAC328.08c	YPL241C
SPAC328.07c	YBR290W
SPAC328.06	YOR124C
SPAC328.05	YCL011C|YNL004W
SPAC328.04	YER047C|YPL074W
SPAC328.02	YKR017C
SPAC328.01c	YDR335W
SPAC323.08	YLR145W
SPAC323.07c	YDR338C|YHR032W
SPAC323.05c	YDR140W
SPAC323.04	YDR061W
SPAC323.03c	NONE
SPAC323.02c	YGR253C
SPAC323.01c	YPL188W
SPAC31G5.21	NONE
SPAC31G5.19	YGR270W
SPAC31G5.18c	NONE
SPAC31G5.15	YGR170W
SPAC31G5.07	YBR040W
SPAC31G5.06	YPR116W
SPAC31G5.05c	YJL121C
SPAC31G5.04	YIL094C
SPAC31G5.02	YMR200W
SPAC31A2.14	YOL087C
SPAC31A2.12	YFR022W|YOR018W
SPAC31A2.10	YGL164C
SPAC31A2.06	YMR098C
SPAC31A2.04c	YER012W
SPAC30D11.14c	NONE
SPAC30D11.11	YLR023C
SPAC30D11.06c	YKR051W
SPAC30D11.02c	NONE
SPAC30D11.01c	NONE
SPAC30C2.08	YPL260W
SPAC30C2.07	YKL176C
SPAC30C2.04	YGL105W
SPAC30C2.03	NONE
SPAC30.04c	YDR135C|YGR281W|YHL035C|YLL015W|YLL048C
SPAC30.02c	YKL110C
SPAC2H10.02c	YIL007C
SPAC2H10.01	NONE
SPAC2G11.15c	YPL157W
SPAC2G11.10c	YHR111W
SPAC2G11.09	YLR241W
SPAC2G11.05c	YOR275C
SPAC2G11.04	NONE
SPAC2F7.17	YGL143C
SPAC2F7.16c	YKR031C
SPAC2F7.15	YDR175C
SPAC2F7.14c	YHR069C
SPAC2F7.13c	YOL097C
SPAC2F7.10	YDR264C|YOR034C
SPAC2F7.09c	YOR205C
SPAC2F7.08c	YBR289W
SPAC2F7.07c	YMR075W
SPAC2F7.05c	YPR041W
SPAC2F7.02c	YLL010C|YLR019W
SPAC2F3.18c	YPR170W-B
SPAC2F3.16	NONE
SPAC2F3.14c	NONE
SPAC2F3.13c	NONE
SPAC2F3.12c	YDR183W
SPAC2F3.11	YHR201C
SPAC2F3.10	YDR027C
SPAC2F3.09	YDR232W
SPAC2F3.07c	NONE
SPAC2F3.05c	YJR096W
SPAC2F3.04c	YCR028C-A
SPAC2F3.02	YLR292C
SPAC2F3.01	YBR161W|YPL057C
SPAC2E1P5.05	YPR137W
SPAC2E1P5.03	YFR041C
SPAC2E1P5.02c	NONE
SPAC2E1P3.05c	NONE
SPAC2E1P3.04	NONE
SPAC2E1P3.03c	NONE
SPAC2E1P3.01	YCR102C|YLR460C|YNL134C
SPAC2E12.03c	YBR147W|YDR090C|YDR352W|YOL092W
SPAC2C4.17c	NONE
SPAC2C4.12c	YOL102C
SPAC2C4.10c	NONE
SPAC2C4.09	YFL046W
SPAC2C4.08	YCL036W|YDR514C
SPAC2C4.07c	NONE
SPAC2C4.06c	YNL022C
SPAC2C4.05	YBR210W|YGL054C
SPAC2C4.04c	YKR074W
SPAC29E6.10c	YNL091W
SPAC29E6.09	NONE
SPAC29E6.07	NONE
SPAC29E6.06c	YNL247W
SPAC29E6.05c	YER042W
SPAC29B12.14c	YBL042C|YBR021W|YIR028W
SPAC29B12.13	NONE
SPAC29B12.12	YKL084W
SPAC29B12.11c	NONE
SPAC29B12.10c	YJL212C|YPR194C
SPAC29B12.08	NONE
SPAC29B12.05c	YNL063W
SPAC29B12.01	YGL150C
SPAC29A4.20	YPL086C
SPAC29A4.19c	YOR291W
SPAC29A4.17c	YAL008W
SPAC29A4.15	YDR023W
SPAC29A4.14c	YDR329C
SPAC29A4.13	NONE
SPAC29A4.12c	NONE
SPAC29A4.09	YDR412W
SPAC29A4.06c	NONE
SPAC29A4.04c	YLR175W
SPAC29A4.03c	YBR146W
SPAC29A4.02c	YGR201C|YKL081W|YPL048W
SPAC27F1.10	NONE
SPAC27F1.07	YJL002C
SPAC27F1.06c	YLR449W|YML074C
SPAC27F1.05c	NONE
SPAC27F1.03c	YJR099W
SPAC27E2.13	NONE
SPAC27E2.12	NONE
SPAC27E2.11c	NONE
SPAC27E2.06c	YGR171C
SPAC27E2.04c	NONE
SPAC27E2.03c	YBR025C
SPAC27E2.02	YCR059C|YDL177C
SPAC27E2.01	NONE
SPAC27D7.11c	NONE
SPAC27D7.09c	NONE
SPAC27D7.08c	NONE
SPAC27D7.06	YPR004C
SPAC27D7.02c	YLR309C
SPAC26H5.13c	YDR367W
SPAC26H5.12	YFL036W
SPAC26H5.11	YDR104C
SPAC26H5.09c	YMR315W
SPAC26H5.07c	YHL017W|YKL039W
SPAC26H5.05	YIR033W|YKL020C
SPAC26H5.04	YIL017C
SPAC26H5.03	YML102W
SPAC26H5.02c	YNL218W
SPAC26F1.14c	YNR074C
SPAC26F1.13c	YPL160W
SPAC26F1.12c	YGR187C
SPAC26F1.11	NONE
SPAC26F1.09	YMR192W|YPL249C
SPAC26F1.08c	YDL231C
SPAC26F1.07	YDR368W|YOR120W
SPAC26F1.05	NONE
SPAC26F1.04c	YBR026C
SPAC26F1.02	NONE
SPAC26A3.17c	YDR465C
SPAC26A3.14c	YIL156W-B
SPAC26A3.11	YLR351C
SPAC26A3.10	NONE
SPAC26A3.09c	YPL115C
SPAC26A3.06	YCR047C
SPAC25H1.08c	YIR012W
SPAC25H1.07	YCL045C
SPAC25H1.06	YBR195C
SPAC25H1.04	NONE
SPAC25G10.09c	YIR006C
SPAC25G10.08	YOR361C
SPAC25G10.01	NONE
SPAC25B8.19c	NONE
SPAC25B8.18	YKR049C
SPAC25B8.17	YKL100C
SPAC25B8.16	YNL221C
SPAC25B8.15c	YGL050W
SPAC25B8.12c	NONE
SPAC25B8.11	YIR023W
SPAC25B8.10	YER175C|YHR209W
SPAC25B8.09	YER175C|YHR209W
SPAC25B8.08	YPR089W
SPAC25B8.07c	YML030W
SPAC25B8.06c	YHR011W
SPAC25B8.05	YFL001W
SPAC25B8.04c	YLR203C
SPAC25B8.03	YNL169C
SPAC25B8.02	YIL084C
SPAC25B8.01	YPL170W
SPAC25A8.03c	YKL162C
SPAC25A8.02	YBR128C
SPAC24H6.13	YOL084W
SPAC24H6.11c	YGR125W
SPAC24H6.10c	YBR249C|YDR035W
SPAC24H6.08	NONE
SPAC24H6.02c	YNL310C
SPAC24H6.01c	YGL084C|YPL189W
SPAC24C9.12c	YLR058C
SPAC24C9.11	YLR336C
SPAC24C9.09	YKL194C
SPAC24C9.08	YJL172W
SPAC24C9.06c	YLR304C
SPAC24C9.05c	NONE
SPAC24C9.04	NONE
SPAC24C9.03	YNR043W
SPAC24C9.02c	YKL087C
SPAC24B11.14	NONE
SPAC24B11.13	YDL205C
SPAC24B11.12c	YDR093W
SPAC24B11.10c	YBL061C|YDL203C|YER096W
SPAC24B11.09	YGR243W|YHR162W
SPAC24B11.08c	YAL042W
SPAC24B11.07c	YDR251W|YPL032C
SPAC24B11.05	YER037W|YGL224C
SPAC23H4.16c	NONE
SPAC23H4.15	YDL060W
SPAC23H4.13c	NONE
SPAC23H4.11c	YLR315W
SPAC23H4.08	YDL115C
SPAC23H4.05c	NONE
SPAC23H4.04	YDL033C
SPAC23H4.01c	YHR073W
SPAC23H3.15c	NONE
SPAC23H3.14	YLR114C
SPAC23H3.12c	YDL183C
SPAC23H3.11c	YGR143W|YPR159W
SPAC23H3.09c	YEL046C
SPAC23H3.07c	YPR166C
SPAC23H3.04	NONE
SPAC23H3.03c	YEL062W
SPAC23G3.12c	YNL123W
SPAC23G3.08c	YIL156W
SPAC23G3.06	YOR310C
SPAC23G3.05c	YOR301W
SPAC23G3.04	YOR189W
SPAC23D3.13c	YNL297C
SPAC23D3.12	YML123C
SPAC23D3.11	YIL124W
SPAC23D3.08	NONE
SPAC23D3.07	YOR157C
SPAC23D3.03c	NONE
SPAC23D3.01	YLR455W
SPAC23C4.17	YBL024W
SPAC23C4.09c	YMR074C
SPAC23C4.06c	YNL024C
SPAC23C4.05c	YML128C
SPAC23C4.04c	NONE
SPAC23C4.03	YBL009W|YGL021W
SPAC23C11.17	YOL027C|YPR125W
SPAC23C11.10	YLR132C
SPAC23C11.09	YOR335C
SPAC23C11.07	NONE
SPAC23C11.06c	YNL115C
SPAC23C11.05	YBR011C
SPAC23C11.03	YJR002W
SPAC23C11.01	YIL090W
SPAC23A1.19c	YDR291W
SPAC23A1.20	NONE
SPAC23A1.18c	YPL118W
SPAC23A1.17	YJL020C
SPAC23A1.16c	YER139C
SPAC23A1.15c	YDR498C
SPAC23A1.14c	YHR112C
SPAC23A1.12c	YLR060W
SPAC23A1.09	NONE
SPAC23A1.07	YOL054W
SPAC23A1.05	NONE
SPAC23A1.02c	YIL039W
SPAC22H12.05c	YLR001C
SPAC22H12.03	YGR015C|YGR031W
SPAC22H12.01c	NONE
SPAC22H10.11c	YDR223W|YLR223C
SPAC22H10.09	NONE
SPAC22H10.08	NONE
SPAC22H10.06c	NONE
SPAC22H10.05c	YOR250C
SPAC22H10.04	YNR032W
SPAC22H10.02	NONE
SPAC22G7.11c	NONE
SPAC22G7.10	YJR093C
SPAC22G7.07c	YGL192W
SPAC22G7.05	YNL308C
SPAC22G7.04	YGL094C
SPAC22G7.03	NONE
SPAC22G7.01c	YLL029W
SPAC22F8.12c	YPL055C
SPAC22F8.08	YIL109C|YNL049C
SPAC22F8.05	YML100W|YMR261C
SPAC22F8.04	NONE
SPAC22F8.03c	NONE
SPAC22F3.04	YOR093C
SPAC22E12.19	YCR033W
SPAC22E12.18	YLR287C
SPAC22E12.03c	NONE
SPAC22E12.02	NONE
SPAC22E12.01	YML038C
SPAC22A12.17c	NONE
SPAC22A12.16	NONE
SPAC22A12.14c	YDR068W
SPAC22A12.13	YDR437W
SPAC22A12.12c	YOL142W
SPAC22A12.10	YHR123W|YNL130C
SPAC22A12.06c	YMR222C
SPAC22A12.02c	NONE
SPAC227.17c	YDR512C
SPAC227.16c	YOL146W
SPAC227.15	YDR028C
SPAC227.14	YFR007W
SPAC227.12	YPR178W
SPAC227.11c	YDR057W
SPAC227.10	YEL003W
SPAC227.09	YKL132C|YMR113W
SPAC227.06	YGL161C
SPAC227.05	YNL153C
SPAC227.04	YLL042C
SPAC227.03c	YEL006W|YIL006W
SPAC227.02c	YPR143W
SPAC227.01c	YDR414C
SPAC222.14c	YOR165W
SPAC222.13c	YIL107C
SPAC222.08c	YFL060C|YMR095C|YNL334C
SPAC222.05c	YMR023C
SPAC21E11.07	YJR122W
SPAC212.08c	NONE
SPAC212.04c	NONE
SPAC212.03	NONE
SPAC212.02	NONE
SPAC212.01c	NONE
SPAC20H4.09	NONE
SPAC20H4.08	YOR043W
SPAC20H4.06c	NONE
SPAC20H4.05c	YJR024C
SPAC20H4.04	YIR002C
SPAC20H4.02	YOR223W
SPAC20H4.01	YDR398W|YHR196W
SPAC20G8.10c	YPL120W
SPAC20G8.09c	YNL132W
SPAC20G8.07c	YMR202W
SPAC20G8.06	YCR093W
SPAC20G8.04c	YOR356W
SPAC20G8.02	YOR022C
SPAC20G4.08	NONE
SPAC20G4.05c	YPL222W
SPAC20G4.01	YFL028C
SPAC1F8.08	NONE
SPAC1F8.07c	NONE
SPAC1F8.04c	NONE
SPAC1F8.02c	NONE
SPAC1F7.11c	NONE
SPAC1F7.10	YIR030C
SPAC1F7.09c	YIR029W
SPAC1F7.06	YDR533C|YMR322C|YOR391C|YPL280W
SPAC1F7.02c	YMR290C
SPAC1F5.11c	YHR099W
SPAC1F5.10	YDR021W
SPAC1F5.06	YKL073W
SPAC1F5.05c	YNR049C
SPAC1F5.03c	YHR009C
SPAC1F5.02	YCL043C|YDR518W
SPAC1F3.10c	YKL134C
SPAC1F3.09	YGR093W
SPAC1F3.08c	NONE
SPAC1F3.05	YDR358W|YHR108W
SPAC1F3.04c	YOR006C
SPAC1F3.03	YBL106C|YPR032W
SPAC1F3.01	YOR001W
SPAC1F12.10c	YMR073C
SPAC1F12.08	YGR277C
SPAC1F12.07	YOR184W
SPAC1F12.06c	NONE
SPAC1F12.05	YOR322C
SPAC1F12.04c	YOL147C
SPAC1D4.14	YNL139C
SPAC1D4.10	YKR079C
SPAC1D4.09c	NONE
SPAC1D4.07c	NONE
SPAC1D4.05c	YDR414C
SPAC1D4.02c	YDR517W
SPAC1D4.01	NONE
SPAC1B9.03c	YDR312W|YHR066W
SPAC1B3.20	NONE
SPAC1B3.18c	YNL306W
SPAC1B3.15c	YGR065C
SPAC1B3.13	YPL126W
SPAC1B3.10c	NONE
SPAC1B3.09c	YOR206W
SPAC1B3.08	YJR084W
SPAC1B3.06c	NONE
SPAC1B3.05	YIL038C|YPR072W
SPAC1B3.04c	YLR289W
SPAC1B3.02c	YKL160W
SPAC1B3.01c	YHR128W
SPAC1B2.03c	YCR034W|YJL196C|YLR372W
SPAC1B1.04c	YKL025C
SPAC1B1.02c	YEL041W|YJR049C
SPAC1B1.01	NONE
SPAC1A6.11	NONE
SPAC1A6.10	YHR003C|YKL027W
SPAC1A6.08c	NONE
SPAC1A6.07	YMR086W
SPAC1A6.05c	YKR089C|YOR081C
SPAC1A6.03c	YMR006C|YMR008C|YOL011W
SPAC1A6.02	YPR169W
SPAC1A6.01c	YKR023W
SPAC19G12.16c	NONE
SPAC19G12.13c	NONE
SPAC19G12.11	YLR201C
SPAC19G12.09	YDL124W
SPAC19G12.08	YMR272C
SPAC19G12.05	YBR291C
SPAC19G12.04	YIR032C
SPAC19D5.10c	NONE
SPAC19D5.07	YGR019W
SPAC19D5.05c	YHR148W
SPAC19D5.02c	YAL055W
SPAC19B12.11c	YLR074C
SPAC19B12.10	NONE
SPAC19B12.08	YNL223W
SPAC19B12.07c	NONE
SPAC19B12.06c	YPL246C
SPAC19B12.02c	YMR307W
SPAC19B12.01	YNL313C
SPAC19A8.14	YBL057C
SPAC19A8.13	YIL061C
SPAC19A8.11c	YFR043C
SPAC19A8.10	YDL013W
SPAC19A8.09	YER074W-A
SPAC19A8.07c	YNL075W
SPAC19A8.06	YNL181W
SPAC19A8.03	YJR110W
SPAC19A8.02	YHR155W|YNL257C
SPAC1952.17c	NONE
SPAC1952.14c	YGR076C
SPAC1952.10c	NONE
SPAC1952.09c	YBL015W
SPAC1952.08c	YLR456W|YPR172W
SPAC1952.06c	NONE
SPAC1952.03	YHL013C
SPAC1952.02	YMR269W
SPAC1952.01	YLR459W
SPAC18G6.13	NONE
SPAC18G6.12c	NONE
SPAC18G6.10	YDR458C|YML034W
SPAC18G6.09c	YER035W|YGL222C
SPAC18G6.06	YKL099C
SPAC18G6.05c	YGL195W
SPAC18G6.01c	YHR198C|YHR199C
SPAC18B11.11	NONE
SPAC18B11.09c	YJL218W
SPAC18B11.08c	YPR063C
SPAC18B11.06	YER127W
SPAC18B11.03c	YGR212W
SPAC18B11.02c	YDL036C
SPAC186.09	NONE
SPAC186.08c	NONE
SPAC186.07c	NONE
SPAC186.06	YHR029C
SPAC186.05c	YBR187W
SPAC186.03	YLR155C|YLR157C|YLR158C|YLR160C
SPAC186.02c	NONE
SPAC186.01	NONE
SPAC1851.04c	YLR039C
SPAC1851.02	YDL052C
SPAC1834.10c	NONE
SPAC1834.09	NONE
SPAC1805.16c	YLR209C
SPAC1805.14	NONE
SPAC1805.10	NONE
SPAC1805.03c	YOL125W
SPAC1805.02c	YGR207C
SPAC1805.01c	YAL017W|YOL045W
SPAC17H9.18c	NONE
SPAC17H9.14c	YOL088C
SPAC17H9.13c	YDR300C|YHR033W
SPAC17H9.12c	YOR037W
SPAC17H9.11	YDR063W
SPAC17H9.08	YHR002W
SPAC17H9.07	YKL122C
SPAC17H9.06c	NONE
SPAC17H9.04c	YDL167C
SPAC17H9.02	YJL050W
SPAC17G8.12	YER008C
SPAC17G8.11c	YBR161W|YPL057C
SPAC17G8.08c	YBR187W
SPAC17G8.07	YNL107W
SPAC17G8.06c	YJR016C
SPAC17G8.05	YHR041C
SPAC17G8.02	YDR400W
SPAC17G6.15c	YOR271C
SPAC17G6.11c	YGR143W|YPR159W
SPAC17G6.07c	YGL098W
SPAC17G6.05c	YPL084W
SPAC17G6.03	YHR202W
SPAC17G6.02c	YER185W|YGR213C|YLR046C|YOR049C
SPAC17D4.04	YBL024W
SPAC17D4.03c	YDR205W
SPAC17C9.16c	NONE
SPAC17C9.15c	NONE
SPAC17C9.14	YDL065C
SPAC17C9.12	YBL091C-A|YER120W
SPAC17C9.11c	NONE
SPAC17A5.16	YLR436C
SPAC17A5.15c	YGL245W
SPAC17A5.13	YGR267C
SPAC17A5.10	YGR268C
SPAC17A5.09c	YMR311C
SPAC17A5.08	YAL007C|YDL018C|YOR016C
SPAC17A5.05c	NONE
SPAC17A5.01	YNL329C
SPAC17A2.14	YKL064W
SPAC17A2.12	YOR191W
SPAC17A2.11	NONE
SPAC17A2.10c	NONE
SPAC17A2.08c	YKR022C
SPAC17A2.07c	NONE
SPAC17A2.05	YEL047C|YJR051W
SPAC17A2.04c	YBR155W
SPAC17A2.02c	YJR116W|YPR114W
SPAC17A2.01	NONE
SPAC1786.04	NONE
SPAC1786.02	YMR006C|YMR008C|YOL011W
SPAC1786.01c	YKR089C|YOR081C
SPAC1783.01	NONE
SPAC1782.12c	NONE
SPAC1782.06c	YGR132C
SPAC1782.05	YPL152W
SPAC1782.03	YBR152W
SPAC1782.02c	YJR118C
SPAC1782.01	YHL030W
SPAC1751.04	YFR001W
SPAC1751.03	NONE
SPAC1751.02c	YNR037C
SPAC1705.03c	YBR078W|YCL048W|YDR055W|YDR522C
SPAC1705.02	YDL085C-A
SPAC16E8.18	NONE
SPAC16E8.17c	YOR142W
SPAC16E8.16	YPR086W
SPAC16E8.14c	YBR261C
SPAC16E8.13	YHL010C
SPAC16E8.12c	NONE
SPAC16E8.10c	YJR113C
SPAC16E8.08	NONE
SPAC16E8.04c	YPR060C
SPAC16E8.02	YGL010W
SPAC16E8.01	YBL007C
SPAC16C9.05	YMR075W
SPAC16C9.04c	YER068W
SPAC16C9.03	YHR170W
SPAC16C9.02c	YLR017W
SPAC16C9.01c	YCR019W
SPAC16A10.08c	NONE
SPAC16A10.03c	YMR231W
SPAC16A10.02	YMR039C
SPAC16A10.01	YJL107C
SPAC1687.23c	NONE
SPAC1687.22c	YLL013C
SPAC1687.21	YOR283W
SPAC1687.19c	NONE
SPAC1687.17c	YBR201W|YDR411C
SPAC1687.16c	YLR056W
SPAC1687.14c	NONE
SPAC1687.09	YJL083W|YKR019C
SPAC1687.08	NONE
SPAC1687.07	YCL012C
SPAC1687.04	NONE
SPAC1687.02	YMR274C
SPAC167.08	NONE
SPAC167.07c	YGL141W
SPAC167.06c	NONE
SPAC167.05	NONE
SPAC1639.01c	YCR034W|YJL196C|YLR372W
SPAC1635.01	YIL114C|YNL055C
SPAC1610.02c	YDR116C
SPAC1610.01	YKL183W
SPAC15F9.01c	YBR216C|YGL060W
SPAC15E1.10	YCR076C
SPAC15E1.08	YHR013C
SPAC15E1.05c	YGR007W
SPAC15E1.02c	NONE
SPAC15A10.12c	YEL048C
SPAC15A10.09c	YLR414C
SPAC15A10.07	NONE
SPAC15A10.06	YDR456W
SPAC15A10.05c	YNL200C
SPAC1565.07c	NONE
SPAC1565.05	YGR128C
SPAC1565.03	NONE
SPAC1565.02c	NONE
SPAC1565.01	YNR018W
SPAC1556.08c	YGL115W
SPAC1556.05c	YGL029W
SPAC1527.03	YCL037C|YDR515W
SPAC14C4.15c	YHR028C|YOR219C
SPAC14C4.12c	YAL034C|YOR338W
SPAC14C4.11	YFL004W|YPL019C
SPAC14C4.10c	NONE
SPAC14C4.07	YJL163C
SPAC14C4.06c	YGL122C
SPAC14C4.05c	YDR458C|YML034W
SPAC14C4.01c	NONE
SPAC1486.09	YOR056C
SPAC1486.08	YJL003W
SPAC1486.07c	YNL185C
SPAC1486.06	YOR209C
SPAC1486.05	YGL092W
SPAC1486.03c	YLR424W
SPAC1486.01	YHR008C
SPAC144.18	YER039C|YGL225W
SPAC144.17c	YLR345W
SPAC144.16	YHR122W
SPAC144.15c	YGL223C
SPAC144.12	YOR095C
SPAC144.08	YGL018C
SPAC144.07c	YOR262W
SPAC144.05	YLR247C
SPAC144.02	NONE
SPAC144.01	NONE
SPAC1420.01c	YNL076W
SPAC140.04	NONE
SPAC140.03	NONE
SPAC13G7.12c	YDR147W|YLR133W
SPAC13G7.11	YBR185C
SPAC13G7.10	NONE
SPAC13G7.09c	NONE
SPAC13G7.07	NONE
SPAC13G7.05	YCR048W|YNR019W
SPAC13G7.03	YGR072W
SPAC13G6.15c	YKL159C
SPAC13G6.13	NONE
SPAC13G6.10c	NONE
SPAC13G6.09	YOL022C
SPAC13G6.08	NONE
SPAC13G6.06c	YMR189W
SPAC13G6.05c	YOR115C
SPAC13F5.07c	NONE
SPAC13F5.05	YOR288C
SPAC13F5.04c	YLR181C
SPAC13F5.03c	NONE
SPAC13D6.03c	YML014W
SPAC13C5.06c	NONE
SPAC13C5.05c	YEL058W
SPAC13C5.04	YLR126C
SPAC13C5.01c	YGR135W
SPAC13A11.06	YDL080C|YGR087C|YLR044C|YLR134W
SPAC13A11.05	NONE
SPAC13A11.04c	YMR223W
SPAC1399.05c	NONE
SPAC1399.04c	YHR128W
SPAC1399.02	YCL069W|YGR224W|YPR198W
SPAC1399.01c	NONE
SPAC139.05	YBR006W
SPAC139.03	NONE
SPAC139.02c	YKL120W
SPAC139.01c	YNL085W
SPAC1327.01c	NONE
SPAC12G12.16c	NONE
SPAC12G12.12	NONE
SPAC12G12.11c	YGL082W|YPL191C
SPAC12G12.10	NONE
SPAC12G12.09	NONE
SPAC12G12.08	YHR147C
SPAC12G12.07c	NONE
SPAC12G12.06c	YOL010W
SPAC12G12.02	YGR271C-A
SPAC12G12.01c	YBL104C
SPAC12B10.16c	NONE
SPAC12B10.15c	YLR154C
SPAC12B10.13	YMR135C
SPAC12B10.10	NONE
SPAC12B10.09	YNL003C
SPAC12B10.08c	NONE
SPAC12B10.06c	YOL071W
SPAC12B10.05	YER078C
SPAC12B10.04	YBR094W
SPAC12B10.03	NONE
SPAC12B10.02c	YJL117W
SPAC12B10.01c	YKL010C
SPAC1296.06	YPR048W
SPAC1296.05c	NONE
SPAC1296.04	YER046W
SPAC1296.01c	YEL058W
SPAC1250.02	NONE
SPAC11H11.03c	YPL199C
SPAC11H11.02c	NONE
SPAC11H11.01	YCL008C
SPAC11G7.06c	NONE
SPAC11G7.05c	YOR221C
SPAC11G7.01	NONE
SPAC11E3.14	YJL082W|YKR018C
SPAC11E3.13c	YOL030W
SPAC11E3.12	NONE
SPAC11E3.11c	YBL060W
SPAC11E3.10	YJR112W-A
SPAC11E3.05	YDR128W
SPAC11E3.02c	YOR296W
SPAC11E3.01c	YDR334W
SPAC11D3.18c	YGR260W
SPAC11D3.17	NONE
SPAC11D3.16c	NONE
SPAC11D3.15	YKL215C
SPAC11D3.14c	YKL215C
SPAC11D3.13	YDR533C|YMR322C|YOR391C|YPL280W
SPAC11D3.10	NONE
SPAC11D3.09	NONE
SPAC11D3.08c	YDL210W|YGL077C|YKL174C
SPAC11D3.07c	NONE
SPAC11D3.06	YDR338C|YHR032W
SPAC11D3.05	NONE
SPAC11D3.04c	NONE
SPAC11D3.03c	NONE
SPAC11D3.02c	NONE
SPAC11D3.01c	NONE
SPAC1142.09	NONE
SPAC1142.06	YDL100C
SPAC1142.04	YOR206W
SPAC1142.02c	YOR007C
SPAC1142.01	YDR333C
SPAC10F6.17c	YOR090C
SPAC10F6.16	YHR132W-A|YNL157W
SPAC10F6.15	NONE
SPAC10F6.14c	NONE
SPAC10F6.13c	YLR027C
SPAC10F6.11c	YLR423C
SPAC10F6.10	YOR119C
SPAC10F6.08c	YDL002C
SPAC10F6.07c	NONE
